,maker,specific_origin,reference_number,review_date,cocoa_percent,maker_location,rating,bean_type,broad_origin
1386,Rococo (Grenada Chocolate Co.),"Gru Grococo,St Andrews",923,2012,66.0,England,3.5,Trinitario,Grenada
1387,Rogue,"La Masica,Batch 1,FHIA Research Center",1748,2016,75.0,U.S.A.,3.75,Blend,Honduras
1388,Rogue,"Caranero,Choc Garage Exclusive",1446,2015,70.0,U.S.A.,3.75,Blend,Venezuela
1389,Rogue,"Tranquilidad,Batch 1",1566,2015,75.0,U.S.A.,3.25,Blend,Bolivia
1390,Rogue,Porcelana,1209,2014,80.0,U.S.A.,3.75,Criollo,Venezuela
1391,Rogue,"Akessons Estate,Sambirano,2013",1038,2013,70.0,U.S.A.,3.5,Trinitario,Madagascar
1392,Rogue,"Hispaniola,2013",1081,2013,70.0,U.S.A.,3.5,Blend,Dominican Republic
1393,Rogue,"Silvestre,Batch 7,2013",1081,2013,75.0,U.S.A.,4.0,Blend,Bolivia
1394,Rogue,"Bachelor's Hall E,St Thomas Parish",1193,2013,75.0,U.S.A.,3.75,Trinitario,Jamaica
1395,Rogue,"Camino Verde P,Balao,Guayas",979,2012,75.0,U.S.A.,3.75,Nacional (Arriba),Ecuador
1396,Rogue,"Silvestre,Batch 1,2011",793,2011,75.0,U.S.A.,3.0,Criollo,Bolivia
1397,Rogue,Piura,565,2010,75.0,U.S.A.,3.75,Blend,Peru
1398,Rogue,Rio Caribe,327,2009,70.0,U.S.A.,3.5,Trinitario,Venezuela
1399,Rogue,"Hispaniola,2008",213,2008,70.0,U.S.A.,2.75,Blend,Dominican Republic
1400,Rogue,Jamaica,213,2008,70.0,U.S.A.,2.75,Trinitario,Jamaica
1401,Rogue,"Sambirano,2008",213,2008,70.0,U.S.A.,2.75,Trinitario,Madagascar
1402,Rogue,Trinidad,213,2008,70.0,U.S.A.,3.0,Trinitario,Trinidad
1403,Rozsavolgyi,Sur del Lago,809,2012,84.0,Hungary,2.5,Blend,Venezuela
1404,Rozsavolgyi,"Rio Caribe Superior,Paria Penninsula",871,2012,76.0,Hungary,2.25,Trinitario,Venezuela
1405,Rozsavolgyi,"Sambirano,Akesson Estate",871,2012,72.0,Hungary,2.5,Trinitario,Madagascar
1406,Rozsavolgyi,Carenero Superior,713,2011,73.0,Hungary,3.5,Criollo,Venezuela
1407,Rozsavolgyi,Porcelana,717,2011,71.0,Hungary,2.5,Blend,Venezuela
1408,Rozsavolgyi,"Aragua,Trincheras",717,2011,70.0,Hungary,3.5,Blend,Venezuela
1409,Rozsavolgyi,Principe,765,2011,77.0,Hungary,2.75,Forastero,Principe
1410,S.A.I.D.,Malgascio,607,2010,64.0,Italy,3.5,Trinitario,Madagascar
1411,S.A.I.D.,100 percent,615,2010,100.0,Italy,1.5,Blend,100 percent
1412,S.A.I.D.,Samana,615,2010,70.0,Italy,3.0,Blend,Dominican Republic
1413,S.A.I.D.,Arawak,615,2010,72.0,Italy,3.5,Blend,Carribean
1414,S.A.I.D.,Latino,615,2010,72.0,Italy,3.5,Blend,Latino
1415,Sacred,Midnight,813,2012,83.0,U.S.A.,2.75,Blend,"Central,South America"
1416,Sacred,Twilight,813,2012,69.0,U.S.A.,3.25,Blend,"Central,South America"
1417,Salgado,Bahia Superior,288,2008,70.0,Argentina,3.5,Forastero,Brazil
1418,Salgado,Esmeraldas,288,2008,70.0,Argentina,3.5,Forastero (Nacional),Ecuador
1419,Salgado,Carenero Superior,288,2008,70.0,Argentina,3.5,Trinitario,Venezuela
1420,Salgado,Rio Arriba,292,2008,70.0,Argentina,3.5,Forastero (Arriba) ASSS,Ecuador
1421,Santander (Compania Nacional),Colombian 2008,404,2009,75.0,Colombia,2.75,Forastero (Nacional),Colombia
1422,Santander (Compania Nacional),"Colombian w,nibs",414,2009,70.0,Colombia,3.0,Forastero (Nacional),Colombia
1423,Santander (Compania Nacional),Colombian Semi Dark,32,2006,53.0,Colombia,2.0,Forastero (Nacional),Colombia
1424,Santander (Compania Nacional),Colombian,32,2006,65.0,Colombia,3.0,Forastero (Nacional),Colombia
1425,Santander (Compania Nacional),Colombian Dark,32,2006,70.0,Colombia,4.0,Forastero (Nacional),Colombia
1426,Santome,Sao Tome,761,2011,70.0,France,2.75,Forastero,Sao Tome
1427,Scharffen Berger,San Juan de Cheni,959,2012,78.0,U.S.A.,4.0,Blend,Peru
1428,Scharffen Berger,Markham Valley,781,2011,68.0,U.S.A.,3.75,Blend,Papua New Guinea
1429,Scharffen Berger,Camahogne,464,2010,68.0,U.S.A.,3.5,Trinitario,Grenada
1430,Scharffen Berger,Amina,464,2010,65.0,U.S.A.,3.75,"Criollo, Trinitario",Madagascar
1431,Scharffen Berger,Tome Acu,336,2009,68.0,U.S.A.,3.75,Blend,Brazil
1432,Scharffen Berger,Asante,336,2009,65.0,U.S.A.,4.0,Forastero,Ghana
1433,Scharffen Berger,Ben Tre,445,2009,72.0,U.S.A.,3.75,Trinitario,Vietnam
1434,Scharffen Berger,Finisterra,227,2008,72.0,U.S.A.,3.0,Blend,"Venezuela,Trinidad,Madagascar"
1435,Scharffen Berger,Las Islas,117,2007,72.0,U.S.A.,3.0,Blend,"Carribean,Dominican Republic,Jamaica,Trinidad"
1436,Scharffen Berger,Nibby,135,2007,62.0,U.S.A.,3.0,Blend,Nibby
1437,Scharffen Berger,Cuyagua,135,2007,75.0,U.S.A.,3.75,Blend,Venezuela
1438,Scharffen Berger,"Antilles ,Trin,Gren,Dominican Republic,Venezuela",188,2007,75.0,U.S.A.,3.0,Blend,Carribean
1439,Scharffen Berger,Extra Dark,15,2006,82.0,U.S.A.,2.0,Blend,Extra Dark
1440,Scharffen Berger,Bittersweet,15,2006,70.0,U.S.A.,3.5,Blend,Bittersweet
1441,Scharffen Berger,Kumasi Sambirano,40,2006,68.0,U.S.A.,2.0,Blend,"Ghana,Madagascar"
1442,Scharffen Berger,Jamaica a l'ancienne,56,2006,70.0,U.S.A.,2.0,Trinitario,Jamaica
1443,Scharffen Berger,Semisweet,56,2006,62.0,U.S.A.,3.0,Blend,Semisweet
1444,Seaforth,Dominican Republic,1658,2015,70.0,England,2.75,Blend,Dominican Republic
1445,Seaforth,Grenada,1658,2015,70.0,England,2.75,Blend,Grenada
1446,Shark Mountain,Jamaica,1450,2015,72.0,U.S.A.,3.25,Trinitario,Jamaica
1447,Shark Mountain,Papua New Guinea,1450,2015,73.0,U.S.A.,3.5,Forastero,Papua New Guinea
1448,Shark Mountain,Cuyagua,1466,2015,77.0,U.S.A.,2.75,Criollo,Venezuela
1449,Shark Mountain,ROIG,1466,2015,74.0,U.S.A.,3.5,"Criollo, Trinitario",Dominican Republic
1450,Shark Mountain,Ecuador,1335,2014,75.0,U.S.A.,3.0,Trinitario,Ecuador
1451,Shark Mountain,"Belize,2013",1335,2014,72.0,U.S.A.,3.25,"Criollo, Trinitario",Belize
1452,Shark's,Hilo,713,2011,73.0,U.S.A.,2.0,Blend,Hawaii
1453,Shark's,"Hilo,w,added cocoa butter",721,2011,73.0,U.S.A.,2.5,Blend,Hawaii
1454,Shattell,Tingo Maria,1884,2016,70.0,Peru,3.25,Blend,Peru
1455,Shattell,Porcelana,757,2011,75.0,Peru,3.5,Criollo,Peru
1456,Sibu,Oro,1586,2015,82.0,Costa Rica,3.25,Blend,Costa Rica
1457,Sibu,Oscuro,1586,2015,70.0,Costa Rica,3.5,Blend,Costa Rica
1458,Sibu Sura,Peru,911,2012,70.0,U.S.A.,2.5,Blend,Peru
1459,Silvio Bessone,Maya Belize,717,2011,67.0,Italy,3.0,Criollo,Belize
1460,Silvio Bessone,"Trintade,Sao Tome",725,2011,65.0,Italy,3.25,Forastero,Sao Tome
1461,Silvio Bessone,"Bahia,Scavina",729,2011,60.0,Italy,3.25,Trinitario,Brazil
1462,Silvio Bessone,"Porcelana,Colombia,Amazonas",741,2011,68.0,Italy,3.0,"Criollo, Trinitario",Colombia
1463,Sirene,Wild Bolivia,1788,2016,73.0,Canada,3.5,Blend,Bolivia
1464,Sirene,Kokoa Kamili Coop,1856,2016,73.0,Canada,3.5,Blend,Tanzania
1465,Sirene,"Esmeraldas,Salazar Farm",1860,2016,73.0,Canada,3.75,Blend,Ecuador
1466,Sirene,"Somia Plantation,2012",1502,2015,100.0,Canada,3.0,Trinitario,Madagascar
1467,Sirene,"Camino Verde P,Balao,Guayas,2012",1506,2015,100.0,Canada,3.0,Blend,Ecuador
1468,Sirene,"Lachua w,cane sugar",1614,2015,73.0,Canada,3.0,Blend,Guatemala
1469,Sirene,"Lachua w,maple sugar,batch 5",1614,2015,73.0,Canada,3.25,Blend,Guatemala
1470,Sirene,Pisa,1650,2015,73.0,Canada,3.25,Blend,Haiti
1471,Sirene,"Somia Plantation,2012",1339,2014,67.0,Canada,3.75,Trinitario,Madagascar
1472,Sirene,"Somia Plantation,2012",1339,2014,73.0,Canada,3.75,Trinitario,Madagascar
1473,Sirene,"Camino Verde P,Balao,Guayas",1343,2014,73.0,Canada,3.75,Blend,Ecuador
1474,Sjolinds,Ghana,1454,2015,70.0,U.S.A.,2.75,Forastero,Ghana
1475,Sjolinds,Nicaragua,1462,2015,72.0,U.S.A.,3.0,Blend,Nicaragua
1476,"Smooth Chocolator, The","Oko Caribe,DOR005",1940,2017,70.0,Australia,3.5,Blend,Dominican Republic
1477,"Smooth Chocolator, The","Guasare,La Sierra de Perija,batch gua001",1740,2016,70.0,Australia,3.75,Criollo,Venezuela
1478,"Smooth Chocolator, The","Porcelana,Sorotaima,Machiques,batch pcl001",1740,2016,70.0,Australia,4.0,Criollo,Ecuador
1479,"Smooth Chocolator, The","Maya Mtn,Moho R,Toledo D",1756,2016,70.0,Australia,3.75,Blend,Belize
1480,"Smooth Chocolator, The",Tien Giang,1864,2016,70.0,Australia,3.0,Trinitario,Vietnam
1481,"Smooth Chocolator, The",Australia,1864,2016,67.0,Australia,3.75,Blend,Australia
1482,"Smooth Chocolator, The","Chimelb,Lanquin,Alta Verapaz,b,GUA001",1908,2016,70.0,Australia,3.25,Blend,Guatemala
1483,"Smooth Chocolator, The",Akesson's Estate,1618,2015,65.0,Australia,3.25,Trinitario,Madagascar
1484,"Smooth Chocolator, The",Akesson's Estate,1622,2015,70.0,Australia,3.5,Trinitario,Madagascar
1485,"Smooth Chocolator, The",Kokoa Kamili,1622,2015,67.0,Australia,3.75,Blend,Tanzania
1486,"Smooth Chocolator, The",San Juan Estate,1622,2015,70.0,Australia,3.75,Trinitario,Trinidad
1487,"Smooth Chocolator, The",Camino Verde,1622,2015,72.0,Australia,4.0,Blend,Ecuador
1488,"Smooth Chocolator, The",Bolivia,1626,2015,72.0,Australia,2.75,Blend,Bolivia
1489,"Smooth Chocolator, The","Papua New Guinea,triple roast,batch 1",1662,2015,65.0,Australia,3.5,Blend,Papua New Guinea
1490,"Smooth Chocolator, The","Maranon,batch 2",1666,2015,67.0,Australia,3.0,Forastero (Nacional),Peru
1491,"Smooth Chocolator, The","Chuao,batch 3",1666,2015,70.0,Australia,3.75,Trinitario,Venezuela
1492,Snake & Butterfly,Ghana,693,2011,67.0,U.S.A.,1.5,Forastero,Ghana
1493,Snake & Butterfly,Madagascar,502,2010,68.0,U.S.A.,3.0,Trinitario,Madagascar
1494,Snake & Butterfly,Ecuador,502,2010,68.0,U.S.A.,3.25,Blend,Ecuador
1495,Sol Cacao,"Ecuador,Batch 1",1812,2016,70.0,U.S.A.,3.5,Blend,Ecuador
1496,Sol Cacao,Madagascar,1518,2015,72.0,U.S.A.,3.0,Trinitario,Madagascar
1497,Solkiki,"Maranon,Fortunato No 4",1840,2016,68.0,England,2.75,Forastero (Nacional),Peru
1498,Solkiki,"Castillo,Hispaniola,unroasted",1840,2016,85.0,England,2.75,Blend,Dominican Republic
1499,Solomons Gold,Solomon Island,1792,2016,70.0,New Zealand,3.25,Blend,Solomon Islands
1500,Solomons Gold,"Solomon Island w,nibs",1796,2016,75.0,New Zealand,3.25,Blend,Solomon Islands
1501,Solstice,Bundibugyo,1335,2014,70.0,U.S.A.,3.0,"Forastero, Trinitario",Uganda
1502,Solstice,Sambirano,1157,2013,70.0,U.S.A.,3.0,Trinitario,Madagascar
1503,Solstice,Amazonas,1157,2013,70.0,U.S.A.,3.0,Blend,Venezuela
1504,Solstice,Bolivia,1161,2013,70.0,U.S.A.,3.25,Blend,Bolivia
1505,Solstice,San Martin,1161,2013,70.0,U.S.A.,3.25,Blend,Peru
1506,Solstice,Wasatch,1161,2013,70.0,U.S.A.,3.5,Blend,Wasatch
1507,Soma,"Oko Caribe,Duarte P,Collab w Chocosol",1820,2016,62.0,Canada,3.5,Blend,Dominican Republic
1508,Soma,"Sambirano Valley,Black Science,B,603070",1820,2016,70.0,Canada,3.5,Trinitario,Madagascar
1509,Soma,"Bahia Black,batch bra507221",1828,2016,70.0,Canada,3.5,Forastero (Parazinho),Brazil
1510,Soma,"Abstract S w,Jamaica nibs,batch abs603230",1828,2016,75.0,Canada,3.75,Blend,"Venezuela,Ecuador,Peru,Nicaragua"
1511,Soma,"Chuno,San Jose de Bocay,Pantasma R,BS",1828,2016,70.0,Canada,3.75,Trinitario,Nicaragua
1512,Soma,"Tien Giang,Black S,batch VIT604200",1828,2016,70.0,Canada,4.0,Trinitario,Vietnam
1513,Soma,"Camino Verde,Black S,batch cvu60300",1832,2016,70.0,Canada,3.25,Blend,Ecuador
1514,Soma,CSB Chama,1594,2015,70.0,Canada,3.5,Criollo,Venezuela
1515,Soma,Porcelana,1594,2015,75.0,Canada,4.0,Blend,Venezuela
1516,Soma,"La Tronca,Matagalpa",1227,2014,70.0,Canada,3.5,Blend,Nicaragua
1517,Soma,Maranon Canyon,1259,2014,70.0,Canada,3.75,Forastero (Nacional),Peru
1518,Soma,La Dalia,1307,2014,70.0,Canada,3.25,Trinitario,Nicaragua
1519,Soma,"Camino Verde P,Balao,Guayas",1307,2014,80.0,Canada,3.5,Forastero (Nacional),Ecuador
1520,Soma,"Espiritu Santo,'Smoke Monster'",1307,2014,70.0,Canada,3.75,Forastero (Amelonado),Vanuatu
1521,Soma,Little Big Man,1339,2014,70.0,Canada,3.25,Blend,"Madagascar,Ecuador"
1522,Soma,"Rizek Cacao,Dominican Republic",1019,2013,77.0,Canada,3.75,Trinitario,Dominican Republic
1523,Soma,Java,1030,2013,70.0,Canada,3.25,Criollo,Indonesia
1524,Soma,"Apurimac,El Quinacho Co,op",1073,2013,70.0,Canada,2.75,Criollo,Peru
1525,Soma,"Sangre Grande P,Trinidad",1073,2013,70.0,Canada,3.75,Trinitario,Trinidad
1526,Soma,Chef's Blend,1077,2013,70.0,Canada,3.25,Blend,Chef's Blend
1527,Soma,Patanemo,1077,2013,70.0,Canada,3.75,Criollo,Venezuela
1528,Soma,Crazy 88,1077,2013,88.0,Canada,4.0,Blend,"Guatemala,Dominican Republic,Peru,Madagascar,Papua New Guinea"
1529,Soma,"Maracaibo,El Vigia",1077,2013,70.0,Canada,4.0,Criollo,Venezuela
1530,Soma,Equator,1081,2013,67.0,Canada,4.0,Blend,"Peru,Dominican Republic"
1531,Soma,Orinoco,1173,2013,70.0,Canada,3.25,Forastero,Venezuela
1532,Soma,"Bachelor's Hall E,St Thomas Parish",1177,2013,70.0,Canada,4.0,Trinitario,Jamaica
1533,Soma,Noula Coop,817,2012,70.0,Canada,3.25,Blend,Haiti
1534,Soma,O'ahu,833,2012,70.0,Canada,3.75,Blend,Hawaii
1535,Soma,"Dual Origins,Sambirano,Elvesia",867,2012,70.0,Canada,4.0,Blend,"Dominican Republic,Madagascar"
1536,Soma,"Dancing in Your Head,5 bean blend",867,2012,70.0,Canada,4.0,Blend,"Grenada,Papua New Guinea,Hawaii,Haiti,Madagascar"
1537,Soma,Cahabon Region,951,2012,70.0,Canada,3.5,Trinitario,Guatemala
1538,Soma,Carenero Superior,951,2012,70.0,Canada,3.75,Trinitario,Venezuela
1539,Soma,Eastern Promises,967,2012,70.0,Canada,3.5,Blend,"Madagascar,Java,Papua New Guinea"
1540,Soma,Papua New Guinea,983,2012,85.0,Canada,3.5,Trinitario,Papua New Guinea
1541,Soma,"Grenada,Black Science",676,2011,70.0,Canada,2.75,Trinitario,Grenada
1542,Soma,"Alto Beni,Wild Bolivian",676,2011,70.0,Canada,3.5,Nacional,Bolivia
1543,Soma,Peruvian,676,2011,64.0,Canada,4.0,Blend,Peru
1544,Soma,"Three Amigos,Chuao,Wild Bolivia,Dominican Republic",676,2011,70.0,Canada,4.0,Blend,"Venezuela,Bolivia,Dominican Republic"
1545,Soma,"Elvesia P,Black Science",682,2011,70.0,Canada,3.75,Forastero,Dominican Republic
1546,Soma,Chuao,688,2011,70.0,Canada,3.5,Criollo,Venezuela
1547,Soma,Black Science Blend 1,607,2010,70.0,Canada,3.75,"Trinitario, Nacional","Dominican Republic,Ecuador,Peru"
1548,Soma,Hispaniola,377,2009,70.0,Canada,3.0,Forastero,Dominican Republic
1549,Soma,Africa,377,2009,70.0,Canada,3.5,Forastero,Ghana
1550,Soma,Conacado,387,2009,70.0,Canada,3.0,Trinitario,Dominican Republic
1551,Soma,Papua New Guinea,387,2009,70.0,Canada,3.5,Trinitario,Papua New Guinea
1552,Soma,Madagascar,387,2009,70.0,Canada,3.75,Criollo,Madagascar
1553,Soma,Ocumare,387,2009,70.0,Canada,3.75,Criollo,Venezuela
1554,Somerville,Nicaragua,1367,2014,70.0,U.S.A.,3.25,Blend,Nicaragua
1555,Somerville,"Hawaiian,Big Island",1395,2014,70.0,U.S.A.,3.5,Blend,Hawaii
1556,Soul,Dominican Republic,1932,2017,70.0,Canada,3.25,Blend,Dominican Republic
1557,Soul,Madagascar,1936,2017,70.0,Canada,3.5,Blend,Madagascar
1558,Soul,Venezuela,1936,2017,75.0,Canada,3.5,Blend,Venezuela
1559,Soul,Ecuador,1936,2017,75.0,Canada,3.25,Blend,Ecuador
1560,Soul,Papua New Guinea,1936,2017,77.0,Canada,3.25,Blend,Papua New Guinea
1561,Soul,Tanzania,1940,2017,80.0,Canada,3.5,Blend,Tanzania
1562,Spagnvola,AgroCriso Plantation,793,2012,70.0,U.S.A.,3.0,Blend,Dominican Republic
1563,Spagnvola,AgroCriso Plantation,793,2012,80.0,U.S.A.,3.0,Blend,Dominican Republic
1564,Spagnvola,AgroCriso Plantation,793,2012,75.0,U.S.A.,3.25,Blend,Dominican Republic
1565,Spencer,Dominican Republic,1932,2017,70.0,U.S.A.,3.75,Blend,Dominican Republic
1566,Spencer,Ecuador,1932,2017,70.0,U.S.A.,3.5,Blend,Ecuador
1567,Spencer,Peru,1932,2017,70.0,U.S.A.,2.75,Blend,Peru
1568,Spencer,"Dominican Republic,lot D82R",1792,2016,70.0,Australia,3.5,Blend,Dominican Republic
1569,Spencer,"Ecuador,lot E432314L",1792,2016,70.0,Australia,3.75,Blend,Ecuador
1570,Spencer,"Madagascar,lot M0403R",1792,2016,70.0,Australia,3.75,Blend,Madagascar
1571,Spencer,Malekula Island,1434,2014,72.0,Australia,2.75,Trinitario,Vanuatu
1572,Sprungli (Felchlin),Alto Beni,1057,2013,70.0,Switzerland,3.0,Criollo,Bolivia
1573,SRSLY,Dominican Republic,1113,2013,70.0,U.S.A.,3.0,Blend,Dominican Republic
1574,SRSLY,Dominican Republic,1121,2013,84.0,U.S.A.,2.25,Blend,Dominican Republic
1575,Starchild,"Bolivar,Arriba",1634,2015,70.0,U.S.A.,3.0,Forastero (Nacional),Ecuador
1576,Starchild,Hispaniola,1692,2015,70.0,U.S.A.,3.0,Blend,Dominican Republic
1577,Starchild,Cacao Verapaz,1692,2015,70.0,U.S.A.,3.0,Blend,Guatemala
1578,Starchild,Rio Tuma,1692,2015,70.0,U.S.A.,3.0,Trinitario (Amelonado),Nicaragua
1579,Starchild,Sambirano Valley,1696,2015,70.0,U.S.A.,3.0,Trinitario,Madagascar
1580,Stella (aka Bernrain),"Bahia,Agri,Forestal Plantation,2010",859,2012,68.0,Switzerland,2.75,Trinitario,Brazil
1581,Stella (aka Bernrain),India,729,2011,72.0,Switzerland,3.25,Blend,India
1582,Stone Grindz,"Ecuador,Midnight Dark",1291,2014,84.0,U.S.A.,3.5,Blend,Ecuador
1583,Stone Grindz,"Ecuador,Twilght Dark",1291,2014,70.0,U.S.A.,3.5,Blend,Ecuador
1584,StRita Supreme,"Samar,East Visayas region",939,2012,65.0,U.S.A.,2.5,Blend,Philippines
1585,StRita Supreme,"Samar,East Visayas region",943,2012,70.0,U.S.A.,2.5,Blend,Philippines
1586,StRita Supreme,"Samar,East Visayas region",943,2012,75.0,U.S.A.,2.75,Blend,Philippines
1587,Sublime Origins,Sambirano,1157,2013,67.0,U.S.A.,2.75,Trinitario,Madagascar
1588,Sublime Origins,Moho Valley,1157,2013,78.0,U.S.A.,3.25,Trinitario,Belize
1589,Summerbird,Peru,1800,2016,61.0,Denmark,2.5,"Criollo, Trinitario",Peru
1590,Summerbird,Peru,1800,2016,71.0,Denmark,3.0,"Criollo, Trinitario",Peru
1591,Suruca Chocolate,Venezuela,1796,2016,70.0,Venezuela,2.75,Blend,Venezuela
1592,Suruca Chocolate,Venezuela,1796,2016,60.0,Venezuela,3.0,Blend,Venezuela
1593,Svenska Kakaobolaget,Sri Lanka,1618,2015,70.0,Sweden,2.75,"Criollo, Trinitario",Sri Lanka
1594,Szanto Tibor,Nacional,1668,2015,70.0,Hungary,3.25,Blend,Ecuador
1595,Szanto Tibor,Baracoa,1704,2015,88.0,Hungary,3.25,Trinitario,Cuba
1596,Szanto Tibor,Ambolikapiky,1704,2015,70.0,Hungary,3.25,Trinitario,Madagascar
1597,Szanto Tibor,"Winak,Sumaco",1704,2015,70.0,Hungary,3.75,Forastero (Nacional),Ecuador
1598,Szanto Tibor,"Ben Tre,Mekong Delta",1708,2015,70.0,Hungary,3.25,Trinitario,Vietnam
1599,Szanto Tibor,"Fazenda Sempre Firme,Bahia",1708,2015,70.0,Hungary,3.5,Forastero (Parazinho),Brazil
1600,Szanto Tibor,Porcelana,1263,2014,70.0,Hungary,3.5,Criollo,Venezuela
1601,Szanto Tibor,Baracoa,1263,2014,70.0,Hungary,3.75,Trinitario,Cuba
1602,Szanto Tibor,"Autumn,Primary Harvest,2012",1185,2013,70.0,Hungary,3.5,Criollo,Madagascar
1603,Szanto Tibor,"Spring,Secondary Harvest,2012",1185,2013,70.0,Hungary,3.5,Criollo,Madagascar
1604,Szanto Tibor,Cacao Blanco,1193,2013,70.0,Hungary,3.25,Blend,Nicaragua
1605,Szanto Tibor,Santo Domingo,939,2012,70.0,Hungary,3.25,Blend,Dominican Republic
1606,Szanto Tibor,Millot Plantation,939,2012,70.0,Hungary,3.25,Blend,Madagascar
1607,Szanto Tibor,"Ayacucho,""El Guinacho""",939,2012,70.0,Hungary,3.75,Blend,Peru
1608,Szanto Tibor,Crudo,761,2011,70.0,Hungary,3.0,Blend,Venezuela
1609,Tabal,Costa Rica,1101,2013,70.0,U.S.A.,2.75,Blend,Costa Rica
1610,Tabal,Dominican Republic,1101,2013,70.0,U.S.A.,2.75,Blend,Dominican Republic
1611,Tabal,"Chiapas,Lacandon Jungle",1105,2013,70.0,U.S.A.,2.5,Blend,Mexico
1612,Tabal,Peru,1105,2013,70.0,U.S.A.,3.0,Blend,Peru
1613,Tablette (aka Vanillabeans),Colombia,1450,2015,70.0,Japan,3.0,Blend,Colombia
1614,Tablette (aka Vanillabeans),Papua,1450,2015,62.0,Japan,3.25,Blend,Papua New Guinea
1615,Tablette (aka Vanillabeans),Vietnam,1450,2015,60.0,Japan,3.25,Trinitario,Vietnam
1616,Tablette (aka Vanillabeans),Trinidad,1680,2015,77.0,Japan,2.75,Trinitario,Trinidad
1617,Tan Ban Skrati,"Paramaribo,batch 20160043,01",1868,2016,70.0,Suriname,3.25,Trinitario,Suriname
1618,Taza,Belize,1271,2014,68.0,U.S.A.,3.0,Trinitario,Belize
1619,Taza,Alto Beni,785,2011,87.0,U.S.A.,3.25,Blend,Bolivia
1620,Taza,Chiapan,451,2009,75.0,U.S.A.,2.75,Blend,Mexico
1621,Taza,"Dark,Stone Ground",180,2007,70.0,U.S.A.,3.0,Blend,Dominican Republic
1622,TCHO,West Africa,1716,2016,62.0,U.S.A.,2.0,Forastero,West Africa
1623,TCHO,"Peru,Ecuador",915,2012,99.0,U.S.A.,3.25,Blend,"Peru,Ecuador"
1624,TCHO,TCHOPro 605,387,2009,60.0,U.S.A.,2.75,Blend,TCHOPro 605
1625,TCHO,TCHOPro 68,387,2009,68.0,U.S.A.,3.0,Blend,TCHOPro 68
1626,TCHO,"Chocolatey,beta",199,2008,70.0,U.S.A.,2.5,Forastero,Ghana
1627,TCHO,"Fruity,beta",280,2008,70.0,U.S.A.,2.5,Blend,Peru
1628,TCHO,"Citrus,beta",280,2008,70.0,U.S.A.,2.75,Blend,Madagascar
1629,TCHO,"Nutty,beta",284,2008,70.0,U.S.A.,2.5,Blend,Peru
1630,Tejas,Concepcion,801,2012,70.0,U.S.A.,2.75,Blend,Madagascar
1631,Tejas,Bayou Blend,801,2012,70.0,U.S.A.,3.0,Blend,"Ecuador,Madagascar,Papua New Guinea"
1632,Tejas,Aranama,805,2012,70.0,U.S.A.,3.0,Blend,Papua New Guinea
1633,Tejas,Presidio,805,2012,70.0,U.S.A.,3.5,Blend,Dominican Republic
1634,Tejas,"La Bahia,w,cane juice",817,2012,70.0,U.S.A.,3.25,Blend,Ecuador
1635,Tejas,Capistrano,821,2012,70.0,U.S.A.,2.0,Blend,Peru
1636,Tejas,"La Bahia,w,cane sugar",825,2012,70.0,U.S.A.,3.25,Blend,Ecuador
1637,Tejas,San Jose,829,2012,70.0,U.S.A.,2.75,Blend,Bolivia
1638,Tejas,Capistrano*,829,2012,70.0,U.S.A.,3.0,Blend,Madagascar
1639,Tejas,Espada,833,2012,70.0,U.S.A.,3.25,Blend,Mexico
1640,Tejas,Espada,967,2012,70.0,U.S.A.,2.75,Blend,Brazil
1641,Tejas,Concepcion*,971,2012,80.0,U.S.A.,3.0,Blend,Venezuela
1642,Tejas,San Jose,971,2012,67.0,U.S.A.,3.25,Blend,Bolivia
1643,Tejas,"Bahia,Floresta Azul,Good Friends Reserve#3",971,2012,70.0,U.S.A.,3.5,Forastero (Parazinho),Brazil
1644,Terroir,Peru,1478,2015,70.0,U.S.A.,2.75,Blend,Peru
1645,Terroir,Belize,1478,2015,70.0,U.S.A.,3.75,Trinitario,Belize
1646,Terroir,Madagascar,1478,2015,70.0,U.S.A.,3.75,Trinitario,Madagascar
1647,Terroir,Ecuador,1482,2015,70.0,U.S.A.,3.25,Blend,Ecuador
1648,Terroir,Oko Caribe,1554,2015,70.0,U.S.A.,3.5,Blend,Dominican Republic
1649,Terroir,Guatemala,1558,2015,70.0,U.S.A.,3.75,Trinitario,Guatemala
1650,Terroir,Ecuador,1323,2014,77.0,U.S.A.,3.25,Blend,Ecuador
1651,Terroir,Madagascar,1323,2014,67.0,U.S.A.,3.75,Trinitario,Madagascar
1652,Terroir,Uganda,1323,2014,73.0,U.S.A.,3.75,Forastero,Uganda
1653,The Barn,Peru,1614,2015,70.0,Sweden,3.0,Blend,Peru
1654,Theo,"Congo w,nibs",903,2012,65.0,U.S.A.,3.25,Forastero,Congo
1655,Theo,Madagascar,162,2007,65.0,U.S.A.,3.5,Trinitario,Madagascar
1656,Theo,Ivory Coast,184,2007,75.0,U.S.A.,2.5,Blend,Ivory Coast
1657,Theo,"Ghana,Kumasi",184,2007,84.0,U.S.A.,3.0,Forastero,Ghana
1658,Theo,"Venezuela; Barinos,Merida,Tachron",188,2007,91.0,U.S.A.,2.0,Blend,Venezuela
1659,Theo,"Ghana,Panama,Ecuador",188,2007,75.0,U.S.A.,3.0,Blend,"Ghana,Panama,Ecuador"
